category,sku_tier,weight_oz,supplier_tier,region,quantity,moq,lead_time_days,days_since_last_buy,last_unit_price,supplier_ask,fair_unit_price
hoodie,premium,10.0,standard,US,144,13,21,283,29.86,33.01,31.37
hoodie,mid,8.5,standard,CN,1189,200,31,319,18.92,20.26,18.23
hoodie,mid,8.5,standard,MX,383,89,45,299,18.46,20.94,18.61
hoodie,basic,7.0,standard,CN,377,49,23,116,11.7,13.99,11.24
hoodie,basic,7.0,standard,CN,958,181,41,315,12.04,13.17,11.36
hoodie,premium,10.0,budget,CN,278,39,40,99,23.68,30.74,24.24
hoodie,basic,7.0,premium,US,656,106,35,324,16.58,19.28,15.5
hoodie,basic,7.0,standard,CN,800,47,25,326,11.57,12.69,11.22
hoodie,basic,7.0,standard,CN,1106,64,44,31,9.91,12.24,10.21
hoodie,premium,10.0,budget,MX,656,154,25,240,24.39,25.49,23.52
hoodie,basic,7.0,premium,CN,1014,160,18,235,11.42,13.96,11.45
hoodie,basic,7.0,standard,US,298,45,22,18,13.77,16.72,13.93
hoodie,basic,7.0,budget,US,568,113,17,94,12.04,14.1,11.2
hoodie,basic,7.0,standard,US,234,42,41,205,12.82,15.19,13.06
hoodie,mid,8.5,premium,CN,895,159,27,346,21.35,22.09,20.2
hoodie,mid,8.5,standard,US,1955,200,18,59,18.81,22.87,18.9
hoodie,mid,8.5,standard,MX,1776,200,32,26,18.36,23.18,18.61
hoodie,basic,7.0,premium,CN,616,54,10,176,11.57,13.71,11.74
hoodie,premium,10.0,premium,CN,361,86,13,265,27.69,29.85,27.96
hoodie,basic,7.0,standard,MX,774,100,15,299,11.69,14.22,11.68
hoodie,basic,7.0,premium,CN,539,84,18,304,12.1,13.32,12.26
hoodie,mid,8.5,premium,CN,374,41,18,340,19.39,23.86,20.35
hoodie,mid,8.5,standard,CN,776,142,15,205,17.5,21.26,18.0
hoodie,basic,7.0,budget,US,940,102,12,359,13.52,16.07,12.67
hoodie,basic,7.0,standard,US,1928,141,32,256,13.12,14.66,12.76
hoodie,premium,10.0,premium,US,1353,113,18,62,36.3,38.68,34.53
hoodie,basic,7.0,standard,CN,504,125,24,363,10.74,11.17,10.63
hoodie,mid,8.5,standard,CN,1139,200,8,208,17.9,18.04,17.1
hoodie,mid,8.5,budget,US,714,50,42,333,19.52,25.12,20.14
hoodie,basic,7.0,standard,US,1367,200,13,142,12.33,14.15,12.3
hoodie,mid,8.5,budget,CN,1692,200,32,153,16.31,20.14,16.35
hoodie,mid,8.5,premium,CN,1245,200,14,68,21.02,24.31,20.5
hoodie,mid,8.5,budget,MX,322,43,24,72,17.78,18.78,17.11
hoodie,basic,7.0,standard,US,58,12,7,304,12.93,14.15,13.19
hoodie,basic,7.0,premium,CN,209,32,21,226,12.95,15.64,13.15
hoodie,basic,7.0,premium,CN,113,12,16,278,13.43,13.74,12.77
hoodie,mid,8.5,budget,US,665,85,31,255,18.74,21.26,17.48
hoodie,basic,7.0,premium,US,1466,141,9,66,14.1,15.38,13.95
hoodie,mid,8.5,standard,CN,755,115,11,26,18.94,21.28,17.93
hoodie,basic,7.0,standard,US,637,36,43,206,13.1,16.08,13.05
hoodie,basic,7.0,standard,US,1974,200,17,331,12.89,16.1,12.83
hoodie,mid,8.5,standard,US,255,33,31,235,22.16,22.55,21.22
hoodie,mid,8.5,standard,US,316,31,28,186,23.65,27.13,22.77
hoodie,basic,7.0,standard,CN,1063,130,27,295,11.12,13.07,10.43
hoodie,premium,10.0,premium,CN,1017,200,38,179,28.59,32.83,29.77
hoodie,premium,10.0,budget,CN,1595,200,25,192,22.56,27.56,21.97
hoodie,basic,7.0,budget,CN,1661,200,34,101,9.82,12.31,9.63
hoodie,basic,7.0,standard,CN,880,45,39,256,12.24,13.71,11.88
hoodie,basic,7.0,standard,MX,337,57,24,31,13.44,14.14,12.46
hoodie,mid,8.5,standard,CN,1367,78,24,185,19.24,22.64,18.24
hoodie,basic,7.0,budget,US,1118,200,38,341,12.06,13.1,11.22
hoodie,premium,10.0,budget,MX,1845,200,44,237,23.05,28.58,24.2
hoodie,mid,8.5,premium,MX,706,158,8,184,20.06,23.82,19.87
hoodie,basic,7.0,budget,CN,260,30,28,125,11.18,11.28,10.48
hoodie,premium,10.0,standard,CN,1078,112,10,81,26.38,32.65,26.83
hoodie,basic,7.0,standard,CN,119,20,45,356,12.51,13.75,11.6
hoodie,mid,8.5,premium,US,679,109,9,163,22.21,26.03,22.61
hoodie,premium,10.0,premium,US,809,45,7,274,31.96,34.63,31.72
hoodie,basic,7.0,standard,CN,849,173,28,220,11.75,11.93,11.22
hoodie,mid,8.5,standard,US,470,107,31,324,20.73,22.84,21.7
hoodie,premium,10.0,standard,CN,1251,200,33,299,23.38,27.95,24.4
hoodie,premium,10.0,standard,CN,262,17,19,332,25.26,30.53,25.88
hoodie,basic,7.0,standard,CN,123,27,39,219,12.08,12.73,11.99
hoodie,mid,8.5,standard,CN,1831,200,14,304,17.65,19.28,18.15
hoodie,basic,7.0,premium,CN,1880,200,25,202,11.82,13.77,12.25
hoodie,basic,7.0,standard,US,834,102,30,276,13.54,15.16,13.72
hoodie,basic,7.0,budget,US,340,78,13,139,11.42,12.74,11.58
hoodie,mid,8.5,budget,CN,1076,66,42,336,15.8,17.83,16.16
hoodie,mid,8.5,budget,CN,930,90,35,51,16.88,18.72,15.91
hoodie,mid,8.5,premium,US,1163,134,24,113,24.88,27.09,23.65
hoodie,basic,7.0,standard,CN,1972,125,28,110,11.92,14.26,11.76
hoodie,premium,10.0,standard,CN,1221,200,41,33,24.98,26.22,24.71
hoodie,mid,8.5,standard,CN,223,27,43,307,20.59,20.58,19.57
hoodie,basic,7.0,premium,CN,161,18,22,123,12.7,14.82,12.71
hoodie,mid,8.5,budget,CN,259,47,13,224,16.73,19.05,16.73
hoodie,mid,8.5,standard,CN,529,62,38,359,17.68,19.22,18.02
hoodie,basic,7.0,standard,US,1635,200,14,271,12.45,15.3,13.04
hoodie,basic,7.0,premium,MX,732,48,35,297,12.44,14.35,12.72
hoodie,mid,8.5,standard,CN,970,186,32,245,19.49,22.97,18.2
hoodie,mid,8.5,premium,US,1342,157,19,97,22.25,26.1,21.93
hoodie,mid,8.5,standard,CN,1143,200,41,262,16.61,18.31,16.78
hoodie,basic,7.0,standard,US,1630,190,40,327,12.85,14.96,12.32
hoodie,mid,8.5,budget,US,1869,142,24,29,17.3,20.92,17.93
hoodie,mid,8.5,standard,MX,690,115,16,282,20.46,23.65,19.58
hoodie,mid,8.5,standard,US,1604,200,23,308,20.72,24.05,19.31
hoodie,basic,7.0,standard,US,1201,193,27,65,12.56,14.06,13.1
hoodie,premium,10.0,budget,US,1403,111,18,231,26.8,30.42,26.02
hoodie,basic,7.0,standard,US,1317,190,44,197,12.78,16.71,13.26
hoodie,basic,7.0,budget,MX,1044,200,45,66,11.65,14.54,11.61
hoodie,basic,7.0,standard,MX,131,18,8,121,12.29,12.8,11.8
hoodie,mid,8.5,premium,CN,1774,200,35,92,20.86,21.74,20.25
hoodie,basic,7.0,standard,CN,747,92,26,284,11.21,14.36,11.72
hoodie,mid,8.5,premium,US,1467,173,45,162,25.71,25.68,24.08
hoodie,mid,8.5,standard,MX,1707,200,38,56,19.15,24.42,19.29
hoodie,premium,10.0,budget,CN,1410,78,14,339,21.33,23.97,21.62
hoodie,premium,10.0,budget,US,1796,200,37,32,25.59,31.91,26.21
hoodie,mid,8.5,budget,US,1691,167,45,52,18.99,18.95,17.88
hoodie,basic,7.0,budget,US,597,147,37,160,11.37,13.68,11.76
hoodie,mid,8.5,premium,CN,1713,159,16,168,20.46,20.29,19.24
hoodie,basic,7.0,premium,US,1170,180,35,170,15.53,16.46,15.3
hoodie,basic,7.0,standard,US,500,69,39,214,12.11,14.01,12.48
hoodie,mid,8.5,standard,US,1829,200,26,84,20.39,20.92,19.63
hoodie,basic,7.0,premium,CN,1949,200,43,315,12.03,15.57,12.24
hoodie,basic,7.0,budget,CN,1364,76,19,281,9.71,11.78,9.67
hoodie,mid,8.5,standard,US,1977,200,26,239,19.38,24.66,19.49
hoodie,basic,7.0,budget,CN,1576,138,27,153,10.02,13.01,10.51
hoodie,basic,7.0,budget,CN,714,177,18,196,12.17,13.24,11.43
hoodie,basic,7.0,standard,US,843,200,38,49,11.75,14.75,12.36
hoodie,mid,8.5,premium,MX,780,111,22,315,21.98,24.96,22.49
hoodie,basic,7.0,standard,CN,131,20,22,163,11.71,11.61,11.04
hoodie,basic,7.0,budget,CN,346,39,16,358,10.2,11.0,9.97
hoodie,premium,10.0,budget,US,633,40,35,364,30.28,29.89,28.41
hoodie,basic,7.0,standard,US,1871,200,35,293,12.19,15.0,12.2
hoodie,basic,7.0,budget,CN,1461,155,13,131,10.12,11.73,10.39
hoodie,basic,7.0,premium,CN,488,111,35,287,12.95,14.36,12.99
hoodie,basic,7.0,premium,CN,1731,200,18,35,13.1,14.6,12.97
hoodie,basic,7.0,budget,US,1332,200,26,169,11.75,13.36,10.92
hoodie,basic,7.0,standard,CN,1864,200,20,337,11.47,13.31,11.39
hoodie,premium,10.0,budget,US,300,70,37,41,25.81,32.86,26.48
hoodie,premium,10.0,premium,CN,1994,200,21,223,30.17,30.31,28.4
hoodie,basic,7.0,standard,US,1484,200,41,296,12.88,13.11,12.42
hoodie,basic,7.0,standard,US,1716,200,41,322,13.91,13.87,12.99
hoodie,basic,7.0,budget,CN,710,155,30,101,10.93,13.9,11.16
hoodie,mid,8.5,budget,MX,921,152,9,273,17.02,18.37,15.79
hoodie,mid,8.5,premium,CN,1172,200,26,186,20.86,22.68,19.68
hoodie,mid,8.5,standard,CN,149,12,20,33,19.01,22.04,19.4
hoodie,mid,8.5,standard,CN,341,27,35,153,18.65,23.28,18.25
hoodie,basic,7.0,standard,CN,1945,125,10,196,11.45,11.55,10.81
hoodie,mid,8.5,standard,US,371,44,27,60,20.63,22.38,21.09
hoodie,basic,7.0,standard,US,422,39,25,235,13.94,15.4,13.9
hoodie,basic,7.0,premium,CN,1575,200,37,156,13.04,15.97,12.54
hoodie,basic,7.0,budget,CN,480,108,20,218,9.95,11.96,10.42
hoodie,mid,8.5,standard,CN,61,12,45,362,18.59,23.79,19.21
hoodie,premium,10.0,standard,MX,1174,200,38,240,28.12,28.48,27.02
hoodie,basic,7.0,standard,MX,1039,167,41,225,11.03,14.52,11.42
hoodie,basic,7.0,standard,US,282,68,26,291,13.55,15.74,13.33
hoodie,premium,10.0,standard,US,1344,173,37,218,28.14,32.27,27.89
hoodie,mid,8.5,premium,CN,1325,123,42,105,21.16,25.63,20.54
hoodie,basic,7.0,standard,CN,536,86,10,243,12.35,14.68,11.49
hoodie,premium,10.0,premium,US,350,86,17,83,31.72,40.33,32.07
hoodie,mid,8.5,budget,MX,849,190,19,357,16.82,19.52,16.43
hoodie,basic,7.0,standard,CN,428,104,7,107,11.73,12.21,10.88
hoodie,mid,8.5,standard,CN,1696,176,34,248,18.61,20.4,17.68
hoodie,premium,10.0,premium,CN,1043,129,31,307,32.32,34.91,30.8
hoodie,basic,7.0,standard,CN,1173,117,8,318,10.56,11.63,10.34
hoodie,basic,7.0,standard,CN,626,38,19,124,12.0,13.59,11.33
hoodie,mid,8.5,standard,CN,1942,200,10,286,19.17,19.03,17.77
hoodie,mid,8.5,standard,US,956,74,17,301,21.24,24.02,19.7
hoodie,basic,7.0,premium,US,118,13,31,243,14.92,18.01,14.6
hoodie,basic,7.0,standard,US,957,187,21,76,12.65,14.61,13.15
hoodie,mid,8.5,premium,US,1235,153,34,34,25.11,27.05,23.7
hoodie,basic,7.0,standard,US,1861,144,8,106,12.38,14.87,11.93
hoodie,mid,8.5,standard,US,743,69,16,235,20.2,23.39,20.36
hoodie,basic,7.0,standard,CN,798,64,33,363,10.96,14.02,11.11
hoodie,mid,8.5,premium,US,136,12,13,259,23.65,26.28,24.47
hoodie,basic,7.0,standard,CN,584,57,44,317,11.5,13.0,11.48
hoodie,basic,7.0,standard,CN,765,41,11,103,11.29,13.0,11.06
hoodie,basic,7.0,budget,CN,1669,141,39,256,10.79,12.0,10.0
hoodie,premium,10.0,budget,CN,784,101,26,49,24.43,27.11,24.7
hoodie,basic,7.0,budget,MX,1131,102,11,255,10.92,12.66,10.27
hoodie,basic,7.0,standard,CN,688,127,37,293,10.95,12.78,11.38
hoodie,basic,7.0,budget,US,1204,123,20,89,12.4,14.31,11.52
hoodie,basic,7.0,premium,US,1124,89,18,261,13.06,16.53,13.29
hoodie,mid,8.5,premium,US,1945,109,37,121,20.74,25.63,20.91
hoodie,basic,7.0,standard,US,654,161,43,318,14.16,16.59,13.99
hoodie,basic,7.0,standard,CN,1655,200,38,43,11.55,12.66,11.57
hoodie,basic,7.0,standard,MX,1762,200,25,131,12.01,14.58,11.98
hoodie,premium,10.0,budget,CN,244,60,36,59,22.74,25.33,23.19
hoodie,basic,7.0,premium,US,1878,200,39,61,15.21,15.8,14.58
hoodie,mid,8.5,standard,MX,1008,118,18,223,18.08,20.4,18.25
hoodie,basic,7.0,standard,US,1630,200,15,305,12.99,14.59,12.82
hoodie,mid,8.5,budget,CN,637,76,10,294,16.17,16.74,15.68
hoodie,premium,10.0,budget,CN,1146,156,42,41,24.7,27.99,25.18
hoodie,mid,8.5,budget,US,235,26,39,317,19.14,22.52,20.11
hoodie,basic,7.0,budget,MX,1122,130,12,59,11.35,13.08,11.04
hoodie,basic,7.0,standard,MX,103,12,38,258,14.18,16.88,13.19
hoodie,mid,8.5,budget,CN,465,97,28,228,16.25,17.35,16.42
hoodie,premium,10.0,standard,US,1075,200,41,147,32.83,36.25,30.57
hoodie,mid,8.5,premium,US,1324,127,39,328,23.2,27.62,22.61
hoodie,basic,7.0,premium,US,1481,127,36,333,13.22,14.32,13.05
hoodie,premium,10.0,budget,CN,1322,88,31,324,22.17,26.44,22.63
hoodie,basic,7.0,standard,CN,1895,200,45,332,12.14,14.64,11.77
hoodie,basic,7.0,standard,CN,1343,159,16,85,10.52,11.89,10.74
hoodie,mid,8.5,standard,US,1174,189,10,48,19.51,25.47,20.09
hoodie,basic,7.0,standard,CN,1240,192,44,238,12.16,14.09,11.47
hoodie,basic,7.0,standard,US,1200,188,32,338,11.86,14.2,12.27
hoodie,basic,7.0,budget,MX,58,12,30,197,11.58,13.18,11.87
hoodie,mid,8.5,budget,CN,836,175,42,320,16.15,18.26,16.28
hoodie,basic,7.0,standard,US,281,43,45,260,14.23,16.75,14.19
hoodie,mid,8.5,budget,CN,1380,93,41,176,17.91,19.33,17.57
hoodie,basic,7.0,standard,CN,1441,200,17,318,10.72,13.0,10.72
hoodie,mid,8.5,premium,MX,1254,149,15,177,19.87,19.82,18.63
hoodie,mid,8.5,budget,US,97,12,42,70,19.23,22.93,19.94
hoodie,mid,8.5,budget,US,1291,87,21,51,16.94,21.33,17.72
hoodie,basic,7.0,standard,CN,1274,200,26,348,12.1,12.25,11.27
hoodie,basic,7.0,premium,CN,1296,165,9,269,12.84,13.69,12.01
hoodie,mid,8.5,standard,US,1801,171,28,200,19.87,20.94,19.79
hoodie,mid,8.5,budget,CN,661,33,14,100,16.93,19.73,16.63
hoodie,premium,10.0,standard,US,248,16,34,87,30.21,31.95,29.88
hoodie,basic,7.0,budget,CN,1829,176,22,69,10.19,11.83,10.43
hoodie,mid,8.5,standard,CN,1579,136,9,297,19.44,22.53,18.2
hoodie,basic,7.0,standard,MX,1242,81,45,40,12.94,15.19,12.37
hoodie,basic,7.0,budget,CN,1074,111,10,64,9.07,11.17,9.22
hoodie,basic,7.0,standard,CN,1317,200,43,346,12.04,13.49,11.47
hoodie,mid,8.5,standard,MX,1814,200,41,94,16.52,21.22,17.19
hoodie,basic,7.0,budget,CN,393,65,44,227,11.31,11.79,11.13
hoodie,basic,7.0,premium,MX,1988,127,42,346,12.68,13.2,12.26
hoodie,premium,10.0,standard,US,1932,200,36,243,29.89,36.23,29.64
hoodie,basic,7.0,standard,US,556,136,39,86,14.35,16.17,13.73
hoodie,mid,8.5,budget,CN,774,40,33,342,16.31,19.05,15.78
hoodie,mid,8.5,budget,CN,597,61,26,93,16.85,20.46,16.88
hoodie,basic,7.0,premium,CN,1206,105,25,83,12.87,15.44,12.23
hoodie,basic,7.0,budget,US,1328,158,25,133,11.88,14.5,11.38
hoodie,premium,10.0,budget,US,1037,79,24,142,28.25,32.13,26.23
hoodie,premium,10.0,budget,CN,975,149,25,178,23.59,28.17,23.43
hoodie,mid,8.5,standard,MX,1493,169,29,264,18.82,22.67,19.1
hoodie,mid,8.5,standard,CN,1057,152,23,24,19.23,20.81,18.77
hoodie,mid,8.5,budget,US,1643,200,24,354,17.99,22.31,18.35
hoodie,basic,7.0,standard,US,1352,146,28,201,14.3,17.01,13.32
hoodie,mid,8.5,standard,CN,1948,200,31,56,17.46,20.22,17.8
hoodie,premium,10.0,standard,US,1978,200,31,209,26.32,34.28,27.39
hoodie,premium,10.0,budget,US,361,34,17,205,25.89,27.94,25.43
hoodie,premium,10.0,budget,CN,1313,200,14,359,23.54,27.4,23.03
hoodie,mid,8.5,premium,US,534,97,15,132,21.05,26.88,21.27
hoodie,mid,8.5,budget,US,1621,200,38,32,19.73,21.4,18.43
hoodie,basic,7.0,budget,CN,1812,200,14,32,9.62,11.21,9.67
hoodie,basic,7.0,budget,CN,204,35,22,307,11.27,11.62,10.58
hoodie,premium,10.0,premium,CN,781,172,43,211,30.95,36.12,32.21
hoodie,premium,10.0,standard,MX,1444,200,7,241,28.45,33.83,26.96
hoodie,mid,8.5,standard,US,448,31,18,147,20.51,24.05,20.11
hoodie,basic,7.0,budget,MX,408,67,28,67,10.07,12.86,10.46
hoodie,basic,7.0,budget,CN,1010,113,32,27,10.65,12.04,10.61
hoodie,basic,7.0,premium,CN,277,62,21,341,13.22,15.64,13.48
hoodie,basic,7.0,standard,CN,1780,200,12,325,10.73,11.99,11.03
hoodie,basic,7.0,budget,CN,662,137,21,18,9.61,11.26,10.03
hoodie,premium,10.0,premium,US,1135,88,37,264,35.45,39.18,33.88
hoodie,premium,10.0,budget,CN,1323,141,27,88,21.62,25.93,21.83
hoodie,mid,8.5,premium,CN,717,139,12,332,20.09,25.16,19.92
hoodie,mid,8.5,standard,US,53,12,30,319,20.94,26.14,21.12
hoodie,basic,7.0,budget,MX,1663,199,31,216,10.83,12.16,10.63
hoodie,mid,8.5,standard,CN,1203,121,11,300,19.59,21.39,18.63
hoodie,mid,8.5,budget,US,830,131,45,165,16.62,20.56,17.29
hoodie,premium,10.0,budget,CN,1740,168,19,61,24.42,28.11,23.47
hoodie,premium,10.0,standard,CN,244,57,19,285,26.15,30.66,25.72
hoodie,basic,7.0,standard,CN,1940,200,32,262,11.11,13.38,10.58
hoodie,mid,8.5,standard,US,359,30,13,148,19.78,19.74,18.4
hoodie,mid,8.5,premium,US,1886,200,24,19,21.19,25.76,22.3
hoodie,basic,7.0,budget,US,174,38,14,103,12.57,15.47,12.58
hoodie,premium,10.0,premium,US,1787,200,29,224,32.83,34.95,32.97
hoodie,mid,8.5,standard,US,1902,200,20,310,20.68,24.96,20.41
hoodie,mid,8.5,standard,US,1561,200,38,211,18.86,20.21,18.78
hoodie,mid,8.5,standard,US,352,39,13,17,21.64,25.11,21.12
hoodie,basic,7.0,budget,CN,1073,200,22,225,10.99,11.12,10.39
hoodie,mid,8.5,standard,CN,190,12,35,153,19.88,23.41,19.16
hoodie,mid,8.5,premium,CN,1564,200,23,242,20.91,22.88,20.01
hoodie,basic,7.0,budget,CN,1112,129,37,128,10.37,11.3,10.36
hoodie,basic,7.0,standard,MX,262,43,11,127,12.59,13.97,12.18
hoodie,premium,10.0,standard,CN,1257,200,8,76,26.48,30.44,25.03
hoodie,mid,8.5,standard,CN,880,144,25,320,19.44,22.62,18.43
hoodie,basic,7.0,budget,US,1315,120,11,103,11.32,13.94,11.48
hoodie,mid,8.5,budget,US,1066,90,42,172,18.2,20.34,17.92
hoodie,mid,8.5,premium,CN,1293,189,23,149,19.34,23.4,20.28
hoodie,mid,8.5,budget,MX,965,188,26,184,16.62,18.3,17.34
hoodie,basic,7.0,budget,CN,430,88,29,341,10.77,13.55,10.71
hoodie,mid,8.5,premium,US,728,80,21,100,22.94,26.74,22.67
hoodie,premium,10.0,premium,CN,1747,200,20,322,29.04,31.99,28.19
hoodie,mid,8.5,standard,MX,1791,200,35,223,19.1,21.24,19.12
hoodie,basic,7.0,standard,CN,192,19,39,227,11.46,13.62,11.86
hoodie,premium,10.0,standard,CN,1558,200,24,89,25.05,31.34,26.23
hoodie,mid,8.5,premium,MX,1636,200,37,348,19.11,23.18,19.69
hoodie,basic,7.0,budget,CN,249,27,8,361,11.39,12.82,10.61
hoodie,mid,8.5,premium,US,861,74,28,213,23.5,25.5,23.62
hoodie,mid,8.5,budget,US,1248,117,34,249,18.85,21.2,18.13
hoodie,basic,7.0,premium,CN,1016,121,39,68,13.55,13.97,13.09
hoodie,basic,7.0,budget,MX,187,35,15,161,10.81,11.77,10.75
hoodie,basic,7.0,budget,CN,1084,78,35,197,9.45,11.3,9.58
hoodie,basic,7.0,standard,CN,1685,200,40,49,10.71,13.06,10.96
hoodie,mid,8.5,standard,US,847,80,30,109,18.98,24.2,19.37
hoodie,basic,7.0,standard,US,385,50,29,23,11.88,13.92,12.49
hoodie,basic,7.0,premium,US,1161,146,10,68,14.04,15.36,14.0
hoodie,mid,8.5,budget,CN,662,123,17,67,16.55,17.04,15.49
hoodie,mid,8.5,standard,US,106,15,19,71,20.21,24.53,20.12
hoodie,basic,7.0,budget,US,336,19,15,71,12.45,14.17,12.12
hoodie,mid,8.5,budget,MX,1359,147,15,68,17.48,17.79,16.53
hoodie,basic,7.0,budget,CN,428,31,41,347,10.29,13.05,10.32
hoodie,mid,8.5,standard,CN,794,96,29,305,20.56,21.7,19.16
hoodie,mid,8.5,premium,CN,1981,200,27,150,18.91,20.38,18.7
hoodie,mid,8.5,budget,US,1598,200,33,351,19.83,20.87,18.54
hoodie,mid,8.5,standard,US,1640,141,14,241,20.03,22.88,20.21
hoodie,basic,7.0,budget,US,1396,133,34,243,11.75,13.99,11.5
hoodie,mid,8.5,standard,CN,1436,200,34,59,16.91,21.42,17.36
hoodie,mid,8.5,standard,CN,1252,133,33,237,17.48,19.99,17.77
hoodie,basic,7.0,standard,MX,803,145,44,243,11.56,13.13,11.84
hoodie,mid,8.5,standard,CN,257,60,39,191,19.78,22.58,18.91
hoodie,basic,7.0,standard,MX,1522,200,19,298,11.91,13.01,11.51
hoodie,mid,8.5,standard,CN,975,200,31,188,18.1,22.7,18.62
hoodie,basic,7.0,budget,CN,1902,200,13,259,10.96,12.5,10.47
hoodie,mid,8.5,standard,MX,1532,200,24,272,16.65,21.83,17.39
hoodie,premium,10.0,standard,MX,357,82,25,35,30.01,32.75,28.72
hoodie,premium,10.0,standard,US,1375,144,29,231,31.57,36.82,29.51
hoodie,premium,10.0,standard,MX,154,23,20,92,28.45,33.77,28.66
hoodie,basic,7.0,premium,US,1506,200,29,335,12.88,16.3,13.53
hoodie,basic,7.0,standard,US,1965,200,19,91,13.31,15.8,13.63
hoodie,basic,7.0,budget,US,1159,173,28,343,12.14,12.97,11.75
hoodie,premium,10.0,standard,CN,1583,200,40,124,28.98,30.51,27.63
hoodie,mid,8.5,standard,CN,127,19,38,335,19.05,22.4,18.27
hoodie,basic,7.0,premium,CN,928,92,10,55,12.86,14.43,12.09
hoodie,mid,8.5,standard,CN,1756,117,22,195,16.74,18.64,16.81
hoodie,basic,7.0,budget,CN,311,35,8,20,11.35,13.16,10.99
hoodie,basic,7.0,standard,CN,572,63,43,48,11.33,14.02,11.36
hoodie,premium,10.0,budget,CN,1888,200,25,328,22.85,29.7,23.24
hoodie,basic,7.0,premium,CN,482,93,27,280,14.12,16.12,13.3
hoodie,basic,7.0,standard,US,1896,163,33,353,13.2,16.24,13.52
hoodie,basic,7.0,standard,CN,1649,200,32,291,11.38,13.0,11.37
hoodie,mid,8.5,budget,US,892,124,40,262,19.83,23.26,19.42
hoodie,basic,7.0,standard,CN,1587,200,42,165,12.19,15.2,12.09
hoodie,basic,7.0,standard,US,1105,119,42,315,12.64,14.34,12.88
hoodie,mid,8.5,budget,US,405,85,44,322,18.65,21.65,19.12
hoodie,premium,10.0,standard,CN,925,54,37,69,28.99,33.1,27.63
hoodie,basic,7.0,standard,CN,770,44,32,56,11.39,12.26,11.63
hoodie,mid,8.5,premium,MX,380,60,42,74,20.84,22.35,20.26
hoodie,mid,8.5,budget,CN,112,23,36,276,16.55,19.84,16.49
hoodie,mid,8.5,premium,MX,1416,132,23,67,19.76,25.86,20.65
hoodie,basic,7.0,standard,CN,1441,100,21,122,11.84,12.43,11.03
hoodie,mid,8.5,budget,CN,1336,96,30,203,16.02,19.79,16.62
hoodie,basic,7.0,budget,CN,1944,200,21,41,9.61,11.85,9.64
hoodie,basic,7.0,budget,CN,1520,97,24,170,10.43,11.65,10.01
hoodie,premium,10.0,standard,CN,1868,195,9,184,25.69,31.01,24.44
hoodie,basic,7.0,standard,US,1165,145,26,149,11.88,13.55,12.46
hoodie,mid,8.5,budget,CN,1394,139,24,69,16.8,17.61,16.23
hoodie,mid,8.5,budget,US,1126,105,38,186,19.96,24.33,19.01
hoodie,basic,7.0,budget,MX,352,73,15,133,10.67,11.79,10.89
hoodie,mid,8.5,premium,US,1240,200,8,18,23.45,25.49,22.12
hoodie,mid,8.5,standard,CN,1486,200,8,292,18.02,21.17,17.35
hoodie,premium,10.0,budget,CN,169,33,36,35,23.62,31.36,24.78
hoodie,premium,10.0,premium,US,1246,135,32,237,34.5,40.21,33.93
hoodie,mid,8.5,standard,US,412,49,24,112,22.46,22.79,21.41
hoodie,basic,7.0,budget,CN,189,32,8,192,10.29,11.3,10.61
hoodie,mid,8.5,budget,CN,1223,200,39,148,17.21,18.3,16.34
hoodie,mid,8.5,standard,US,898,108,19,157,19.21,22.1,19.41
hoodie,basic,7.0,standard,CN,1408,111,30,210,11.2,14.03,11.54
hoodie,mid,8.5,budget,CN,605,65,43,184,15.99,19.58,16.67
hoodie,premium,10.0,premium,US,260,21,8,282,35.04,37.38,32.66
hoodie,basic,7.0,standard,US,1827,134,32,200,12.92,15.29,12.69
hoodie,mid,8.5,budget,CN,1279,200,20,335,16.48,19.07,15.9
hoodie,premium,10.0,standard,US,470,24,26,342,29.36,32.35,30.51
hoodie,mid,8.5,budget,US,1866,200,43,329,19.15,22.61,17.94
hoodie,premium,10.0,standard,CN,866,88,45,44,27.51,32.26,27.49
hoodie,mid,8.5,budget,CN,405,72,12,227,15.72,18.58,16.27
hoodie,basic,7.0,budget,CN,1251,114,37,113,11.0,12.82,10.84
hoodie,basic,7.0,standard,CN,1214,200,39,117,11.56,13.25,11.74
hoodie,basic,7.0,budget,CN,1590,99,30,331,9.57,12.43,9.93
hoodie,basic,7.0,premium,US,1624,200,36,341,14.16,17.22,13.55
hoodie,basic,7.0,standard,US,589,135,44,54,13.85,16.14,13.67
hoodie,basic,7.0,premium,US,1762,146,32,85,13.98,16.26,14.06
hoodie,basic,7.0,standard,US,615,153,21,193,12.75,14.57,13.23
hoodie,basic,7.0,standard,CN,1310,69,13,210,11.5,12.75,10.8
hoodie,premium,10.0,standard,CN,1351,111,22,162,25.57,25.44,24.06
hoodie,basic,7.0,budget,CN,1198,83,10,97,9.89,11.76,9.39
hoodie,mid,8.5,standard,US,1727,94,32,304,19.17,23.71,19.1
hoodie,basic,7.0,budget,CN,552,57,36,325,10.82,12.14,10.13
hoodie,premium,10.0,premium,CN,672,92,9,222,28.61,29.11,27.62
hoodie,mid,8.5,budget,US,1412,200,8,87,20.15,24.16,19.08
hoodie,basic,7.0,standard,US,354,69,30,124,13.4,15.44,13.69
hoodie,premium,10.0,standard,US,611,85,18,301,28.13,34.94,28.13
